"Date","Price","Open","High","Low","Vol.","Change %"
"2022-08-08","6.7505","6.7604","6.7650","6.7506","","-0.15%"
"2022-08-05","6.7607","6.7417","6.7626","6.7417","","0.18%"
"2022-08-04","6.7485","6.7512","6.7591","6.7464","","-0.12%"
"2022-08-03","6.7565","6.7571","6.7592","6.7453","","0.10%"
"2022-08-02","6.7499","6.7754","6.7823","6.7487","","-0.26%"
"2022-08-01","6.7674","6.7474","6.7751","6.7452","","0.36%"
"2022-07-29","6.7433","6.7442","6.7522","6.7279","","-0.05%"
"2022-07-28","6.7465","6.7420","6.7519","6.7362","","-0.16%"
"2022-07-27","6.7570","6.7628","6.7689","6.7505","","-0.07%"
"2022-07-26","6.7616","6.7453","6.7655","6.7453","","0.17%"
"2022-07-25","6.7499","6.7548","6.7580","6.7441","","0.00%"
"2022-07-22","6.7500","6.7628","6.7713","6.7473","","-0.23%"
"2022-07-21","6.7655","6.7631","6.7712","6.7566","","0.17%"
"2022-07-20","6.7540","6.7400","6.7564","6.7400","","0.16%"
"2022-07-19","6.7430","6.7473","6.7542","6.7390","","0.01%"
"2022-07-18","6.7420","6.7481","6.7551","6.7320","","-0.21%"
"2022-07-15","6.7565","6.7517","6.7698","6.7396","","0.03%"
"2022-07-14","6.7542","6.7269","6.7674","6.7228","","0.55%"
"2022-07-13","6.7175","6.7280","6.7401","6.7165","","-0.09%"
"2022-07-12","6.7234","6.7182","6.7391","6.7178","","0.09%"
"2022-07-11","6.7175","6.6981","6.7202","6.6965","","0.34%"
"2022-07-08","6.6945","6.6985","6.7094","6.6917","","-0.09%"
"2022-07-07","6.7005","6.7119","6.7138","6.6968","","-0.10%"
"2022-07-06","6.7070","6.7164","6.7164","6.7003","","-0.18%"
"2022-07-05","6.7192","6.6965","6.7249","6.6840","","0.29%"
"2022-07-04","6.6995","6.6997","6.7035","6.6860","","-0.01%"
"2022-07-01","6.7000","6.6940","6.7181","6.6935","","0.03%"
"2022-06-30","6.6981","6.7056","6.7063","6.6897","","-0.02%"
"2022-06-29","6.6997","6.7060","6.7097","6.6879","","-0.11%"
"2022-06-28","6.7070","6.6965","6.7144","6.6740","","0.26%"
"2022-06-27","6.6899","6.6876","6.6958","6.6814","","0.03%"
"2022-06-24","6.6878","6.6946","6.7010","6.6838","","-0.15%"
"2022-06-23","6.6980","6.7045","6.7155","6.6965","","0.00%"
"2022-06-22","6.6983","6.7028","6.7275","6.6965","","0.15%"
"2022-06-21","6.6880","6.6835","6.7020","6.6741","","-0.03%"
"2022-06-20","6.6900","6.7092","6.7109","6.6715","","-0.39%"
"2022-06-17","6.7160","6.6979","6.7193","6.6915","","0.19%"
"2022-06-16","6.7030","6.6939","6.7190","6.6916","","-0.15%"
"2022-06-15","6.7128","6.7277","6.7283","6.7030","","-0.40%"
"2022-06-14","6.7395","6.7606","6.7617","6.7133","","-0.20%"
"2022-06-13","6.7530","6.7393","6.7593","6.7264","","0.67%"
"2022-06-10","6.7081","6.6909","6.7185","6.6789","","0.25%"
"2022-06-09","6.6915","6.6944","6.7013","6.6635","","0.13%"
"2022-06-08","6.6825","6.6675","6.6974","6.6625","","0.22%"
"2022-06-07","6.6675","6.6673","6.6790","6.6610","","0.21%"
"2022-06-06","6.6534","6.6418","6.6586","6.6376","","-0.11%"
"2022-06-03","6.6607","6.6603","6.6607","6.6601","","0.02%"
"2022-06-02","6.6596","6.6930","6.7064","6.6595","","-0.39%"
"2022-06-01","6.6858","6.6676","6.7009","6.6641","","0.21%"
"2022-05-31","6.6715","6.6708","6.6754","6.6508","","0.18%"
"2022-05-30","6.6597","6.7024","6.7026","6.6443","","-0.57%"
"2022-05-27","6.6980","6.7520","6.7521","6.6918","","-0.59%"
"2022-05-26","6.7380","6.6916","6.7509","6.6916","","0.69%"
"2022-05-25","6.6916","6.6610","6.6994","6.6564","","0.58%"
"2022-05-24","6.6530","6.6613","6.6806","6.6493","","0.06%"
"2022-05-23","6.6490","6.6768","6.6925","6.6448","","-0.64%"
"2022-05-20","6.6921","6.7222","6.7320","6.6673","","-0.24%"
"2022-05-19","6.7085","6.7621","6.7705","6.7111","","-0.67%"
"2022-05-18","6.7540","6.7415","6.7580","6.7377","","0.30%"
"2022-05-17","6.7337","6.7783","6.7832","6.7224","","-0.72%"
"2022-05-16","6.7822","6.7780","6.8038","6.7724","","-0.09%"
"2022-05-13","6.7880","6.7916","6.8127","6.7757","","0.03%"
"2022-05-12","6.7860","6.7325","6.7976","6.7280","","1.00%"
"2022-05-11","6.7186","6.7337","6.7386","6.7105","","-0.23%"
"2022-05-10","6.7343","6.7315","6.7408","6.6898","","0.07%"
"2022-05-09","6.7295","6.7042","6.7323","6.6916","","0.97%"
"2022-05-06","6.6651","6.6602","6.6956","6.6592","","0.17%"
"2022-05-05","6.6535","6.5908","6.6557","6.5908","","0.68%"
"2022-05-04","6.6085","6.6084","6.6086","6.6080","","0.00%"
"2022-05-03","6.6084","6.6085","6.6089","6.6078","","0.00%"
"2022-05-02","6.6082","6.6085","6.6087","6.6078","","0.00%"
"2022-04-29","6.6080","6.6150","6.6515","6.5841","","-0.25%"
"2022-04-28","6.6243","6.5607","6.6309","6.5588","","0.99%"
"2022-04-27","6.5595","6.5613","6.5655","6.5469","","0.07%"
"2022-04-26","6.5552","6.5608","6.5637","6.5266","","-0.05%"
"2022-04-25","6.5585","6.5148","6.5792","6.5131","","0.88%"
"2022-04-22","6.5010","6.4516","6.5067","6.4491","","0.79%"
"2022-04-21","6.4500","6.4155","6.4540","6.4083","","0.49%"
"2022-04-20","6.4188","6.4095","6.4211","6.3946","","0.40%"
"2022-04-19","6.3930","6.3691","6.3984","6.3685","","0.47%"
"2022-04-18","6.3630","6.3763","6.3768","6.3641","","-0.12%"
"2022-04-15","6.3705","6.3777","6.3780","6.3673","","-0.11%"
"2022-04-14","6.3775","6.3664","6.3820","6.3621","","0.15%"
"2022-04-13","6.3678","6.3685","6.3717","6.3628","","0.04%"
"2022-04-12","6.3651","6.3730","6.3750","6.3637","","-0.01%"
"2022-04-11","6.3660","6.3655","6.3754","6.3649","","0.08%"
"2022-04-08","6.3610","6.3626","6.3688","6.3556","","0.07%"
"2022-04-07","6.3564","6.3619","6.3662","6.3563","","-0.04%"
"2022-04-06","6.3590","6.3723","6.3765","6.3562","","-0.08%"
"2022-04-05","6.3641","6.3634","6.3642","6.3629","","0.01%"
"2022-04-04","6.3634","6.3631","6.3636","6.3629","","0.01%"
"2022-04-01","6.3625","6.3430","6.3665","6.3422","","0.37%"
"2022-03-31","6.3393","6.3485","6.3556","6.3371","","-0.12%"
"2022-03-30","6.3470","6.3633","6.3637","6.3457","","-0.21%"
"2022-03-29","6.3602","6.3693","6.3753","6.3608","","-0.18%"
"2022-03-28","6.3714","6.3795","6.3819","6.3664","","0.09%"
"2022-03-25","6.3658","6.3654","6.3684","6.3581","","-0.02%"
"2022-03-24","6.3670","6.3755","6.3783","6.3658","","-0.08%"
"2022-03-23","6.3720","6.3650","6.3773","6.3636","","0.09%"
"2022-03-22","6.3660","6.3625","6.3678","6.3574","","0.17%"
"2022-03-21","6.3552","6.3575","6.3682","6.3511","","-0.09%"
"2022-03-18","6.3609","6.3498","6.3692","6.3470","","0.24%"
"2022-03-17","6.3459","6.3450","6.3548","6.3408","","-0.08%"
"2022-03-16","6.3510","6.3705","6.3707","6.3418","","-0.29%"
"2022-03-15","6.3696","6.3657","6.3868","6.3657","","0.14%"
"2022-03-14","6.3607","6.3477","6.3681","6.3447","","0.34%"
"2022-03-11","6.3389","6.3245","6.3403","6.3180","","0.28%"
"2022-03-10","6.3212","6.3169","6.3264","6.3151","","0.06%"
"2022-03-09","6.3174","6.3174","6.3286","6.3123","","-0.01%"
"2022-03-08","6.3178","6.3162","6.3214","6.3095","","-0.03%"
"2022-03-07","6.3194","6.3258","6.3263","6.3158","","0.01%"
"2022-03-04","6.3188","6.3201","6.3235","6.3139","","-0.01%"
"2022-03-03","6.3195","6.3191","6.3225","6.3143","","-0.02%"
"2022-03-02","6.3210","6.3135","6.3225","6.3089","","0.15%"
"2022-03-01","6.3116","6.3071","6.3161","6.3068","","0.05%"
"2022-02-28","6.3084","6.3194","6.3200","6.3046","","-0.13%"
"2022-02-25","6.3169","6.3231","6.3248","6.3116","","-0.18%"
"2022-02-24","6.3283","6.3216","6.3322","6.3105","","0.24%"
"2022-02-23","6.3134","6.3266","6.3316","6.3119","","-0.20%"
"2022-02-22","6.3260","6.3379","6.3465","6.3222","","-0.13%"
"2022-02-21","6.3345","6.3275","6.3383","6.3219","","0.15%"
"2022-02-18","6.3251","6.3361","6.3376","6.3240","","-0.21%"
"2022-02-17","6.3381","6.3323","6.3411","6.3292","","0.08%"
"2022-02-16","6.3332","6.3386","6.3434","6.3324","","-0.08%"
"2022-02-15","6.3385","6.3542","6.3569","6.3378","","-0.29%"
"2022-02-14","6.3567","6.3545","6.3636","6.3541","","0.04%"
"2022-02-11","6.3540","6.3576","6.3679","6.3538","","0.02%"
"2022-02-10","6.3526","6.3615","6.3637","6.3520","","-0.15%"
"2022-02-09","6.3619","6.3646","6.3657","6.3597","","-0.06%"
"2022-02-08","6.3660","6.3565","6.3720","6.3559","","0.12%"
"2022-02-07","6.3583","6.3569","6.3639","6.3544","","-0.04%"
"2022-02-04","6.3610","6.3610","6.3610","6.3610","","0.00%"
"2022-02-03","6.3610","6.3610","6.3610","6.3610","","0.00%"
"2022-02-02","6.3610","6.3610","6.3610","6.3610","","0.00%"
"2022-02-01","6.3610","6.3610","6.3610","6.3610","","0.00%"
"2022-01-31","6.3610","6.3610","6.3610","6.3610","","0.01%"
"2022-01-28","6.3605","6.3654","6.3672","6.3528","","-0.06%"
"2022-01-27","6.3643","6.3363","6.3706","6.3356","","0.69%"
"2022-01-26","6.3206","6.3225","6.3254","6.3186","","-0.08%"
"2022-01-25","6.3257","6.3285","6.3326","6.3223","","-0.07%"
"2022-01-24","6.3304","6.3349","6.3354","6.3243","","-0.13%"
"2022-01-21","6.3385","6.3450","6.3460","6.3358","","-0.03%"
"2022-01-20","6.3406","6.3439","6.3478","6.3395","","-0.06%"
"2022-01-19","6.3447","6.3534","6.3561","6.3435","","-0.12%"
"2022-01-18","6.3525","6.3470","6.3560","6.3376","","0.07%"
"2022-01-17","6.3482","6.3586","6.3590","6.3417","","-0.07%"
"2022-01-14","6.3524","6.3606","6.3618","6.3386","","-0.11%"
"2022-01-13","6.3595","6.3582","6.3651","6.3549","","0.02%"
"2022-01-12","6.3580","6.3688","6.3694","6.3566","","-0.24%"
"2022-01-11","6.3735","6.3722","6.3771","6.3685","","-0.03%"
"2022-01-10","6.3756","6.3744","6.3779","6.3698","","-0.02%"
"2022-01-07","6.3769","6.3787","6.3832","6.3710","","-0.08%"
"2022-01-06","6.3822","6.3707","6.3859","6.3667","","0.29%"
"2022-01-05","6.3640","6.3724","6.3745","6.3623","4.51K","-0.13%"
"2022-01-04","6.3721","6.3719","6.3794","6.3691","4.65K","0.31%"
"2021-12-31","6.3521","6.3762","6.3790","6.3384","5.15K","-0.27%"
"2021-12-30","6.3691","6.3703","6.3797","6.3667","4.91K","0.02%"
"2021-12-29","6.3680","6.3687","6.3738","6.3659","5.28K","-0.01%"
"2021-12-28","6.3684","6.3714","6.3743","6.3657","4.57K","-0.03%"
"2021-12-27","6.3705","6.3706","6.3749","6.3675","4.54K","0.05%"
"2021-12-24","6.3672","6.3720","6.3726","6.3658","4.62K","-0.04%"
"2021-12-23","6.3696","6.3685","6.3735","6.3671","5.95K","0.00%"
"2021-12-22","6.3695","6.3682","6.3752","6.3675","6.55K","-0.03%"
"2021-12-21","6.3716","6.3745","6.3769","6.3670","6.26K","-0.06%"
"2021-12-20","6.3756","6.3828","6.3847","6.3732","6.39K","0.01%"
"2021-12-17","6.3748","6.3691","6.3845","6.3675","6.47K","0.12%"
"2021-12-16","6.3674","6.3664","6.3710","6.3637","6.22K","0.00%"
"2021-12-15","6.3673","6.3647","6.3696","6.3618","5.24K","0.00%"
"2021-12-14","6.3671","6.3715","6.3726","6.3597","5.74K","0.06%"
"2021-12-13","6.3630","6.3664","6.3685","6.3584","4.92K","-0.09%"
"2021-12-10","6.3685","6.3830","6.3840","6.3609","16.62K","-0.14%"
"2021-12-09","6.3772","6.3470","6.3786","6.3411","15.42K","0.53%"
"2021-12-08","6.3435","6.3668","6.3675","6.3428","16.46K","-0.35%"
"2021-12-07","6.3657","6.3732","6.3746","6.3636","5.65K","-0.16%"
"2021-12-06","6.3756","6.3713","6.3808","6.3660","5.12K","0.00%"
"2021-12-03","6.3758","6.3771","6.3773","6.3666","6.24K","-0.01%"
"2021-12-02","6.3763","6.3710","6.3808","6.3663","14.80K","0.14%"
"2021-12-01","6.3673","6.3681","6.3738","6.3596","13.80K","0.05%"
"2021-11-30","6.3640","6.3790","6.3795","6.3625","17.53K","-0.37%"
"2021-11-29","6.3875","6.3885","6.3903","6.3779","17.71K","-0.08%"
"2021-11-26","6.3924","6.3861","6.3950","6.3854","11.02K","0.10%"
"2021-11-25","6.3860","6.3914","6.3920","6.3838","9.82K","-0.09%"
"2021-11-24","6.3917","6.3896","6.3945","6.3838","12.78K","0.01%"
"2021-11-23","6.3910","6.3854","6.3948","6.3812","12.66K","0.11%"
"2021-11-22","6.3842","6.3907","6.3910","6.3746","10.18K","-0.03%"
"2021-11-19","6.3863","6.3837","6.3925","6.3791","5.67K","0.02%"
"2021-11-18","6.3851","6.3780","6.3896","6.3733","5.77K","0.12%"
"2021-11-17","6.3775","6.3888","6.3945","6.3741","5.81K","-0.23%"
"2021-11-16","6.3919","6.3819","6.3980","6.3664","17.39K","0.15%"
"2021-11-15","6.3824","6.3808","6.3868","6.3768","11.82K","0.06%"
"2021-11-12","6.3787","6.3962","6.3989","6.3781","14.75K","-0.17%"
"2021-11-11","6.3898","6.3889","6.4098","6.3882","15.08K","0.03%"
"2021-11-10","6.3882","6.3928","6.3965","6.3823","14.50K","-0.05%"
"2021-11-09","6.3916","6.3924","6.3986","6.3873","5.57K","0.02%"
"2021-11-08","6.3902","6.3967","6.4008","6.3914","5.64K","-0.12%"
"2021-11-05","6.3980","6.3966","6.4061","6.3966","5.83K","0.02%"
"2021-11-04","6.3970","6.3960","6.4013","6.3899","6.53K","-0.14%"
"2021-11-03","6.4061","6.4009","6.4085","6.3924","6.36K","0.10%"
"2021-11-02","6.3995","6.3966","6.4030","6.3941","5.92K","0.04%"
"2021-11-01","6.3972","6.4060","6.4079","6.3941","5.45K","-0.12%"
"2021-10-29","6.4050","6.3931","6.4094","6.3876","6.22K","0.21%"
"2021-10-28","6.3917","6.3976","6.4050","6.3914","5.94K","0.00%"
"2021-10-27","6.3915","6.3810","6.3986","6.3805","6.05K","0.15%"
"2021-10-26","6.3820","6.3825","6.3874","6.3777","5.73K","-0.06%"
"2021-10-25","6.3856","6.3875","6.3929","6.3787","5.89K","0.03%"
"2021-10-22","6.3839","6.3910","6.4019","6.3808","6.25K","-0.13%"
"2021-10-21","6.3925","6.3940","6.4031","6.3872","6.58K","-0.02%"
"2021-10-20","6.3936","6.3818","6.3979","6.3818","4.93K","0.18%"
"2021-10-19","6.3822","6.4299","6.4299","6.3797","39.41K","-0.73%"
"2021-10-18","6.4290","6.4335","6.4405","6.4276","4.97K","-0.08%"
"2021-10-15","6.4340","6.4358","6.4415","6.4255","6.24K","-0.06%"
"2021-10-14","6.4380","6.4337","6.4417","6.4311","5.93K","0.18%"
"2021-10-13","6.4262","6.4506","6.4520","6.4253","5.80K","-0.35%"
"2021-10-12","6.4485","6.4590","6.4594","6.4460","5.07K","-0.02%"
"2021-10-11","6.4501","6.4425","6.4507","6.4341","4.72K","0.10%"
"2021-10-08","6.4435","6.4493","6.4529","6.4392","4.91K","-0.03%"
"2021-09-30","6.4452","6.4711","6.4752","6.4431","9.17K","-0.39%"
"2021-09-29","6.4702","6.4610","6.4760","6.4604","10.97K","0.17%"
"2021-09-28","6.4595","6.4597","6.4639","6.4510","11.48K","0.05%"
"2021-09-27","6.4560","6.4559","6.4653","6.4536","5.41K","-0.15%"
"2021-09-24","6.4660","6.4602","6.4714","6.4563","5.89K","0.11%"
"2021-09-23","6.4590","6.4703","6.4711","6.4513","18.84K","0.01%"
"2021-09-22","6.4583","6.4662","6.4745","6.4596","13.28K","-0.11%"
"2021-09-17","6.4655","6.4547","6.4707","6.4464","14.70K","0.14%"
"2021-09-16","6.4566","6.4336","6.4602","6.4299","13.06K","0.38%"
"2021-09-15","6.4320","6.4434","6.4462","6.4296","14.47K","-0.10%"
"2021-09-14","6.4382","6.4482","6.4529","6.4367","16.92K","-0.20%"
"2021-09-13","6.4511","6.4443","6.4592","6.4443","9.58K","0.11%"
"2021-09-10","6.4440","6.4570","6.4577","6.4348","12.58K","-0.11%"
"2021-09-09","6.4514","6.4620","6.4653","6.4513","5.17K","-0.15%"
"2021-09-08","6.4612","6.4644","6.4669","6.4559","7.26K","-0.08%"
"2021-09-07","6.4662","6.4550","6.4689","6.4525","5.84K","0.19%"
"2021-09-06","6.4542","6.4540","6.4615","6.4506","5.92K","0.02%"
"2021-09-03","6.4528","6.4553","6.4613","6.4333","5.49K","-0.05%"
"2021-09-02","6.4558","6.4600","6.4649","6.4536","6.82K","-0.04%"
"2021-09-01","6.4586","6.4618","6.4711","6.4584","5.44K","-0.03%"
"2021-08-31","6.4604","6.4680","6.4728","6.4550","5.58K","-0.08%"
"2021-08-30","6.4658","6.4660","6.4727","6.4640","6.20K","-0.08%"
"2021-08-27","6.4711","6.4815","6.4884","6.4717","11.79K","-0.15%"
"2021-08-26","6.4809","6.4725","6.4878","6.4725","12.45K","0.08%"
"2021-08-25","6.4756","6.4714","6.4811","6.4707","13.65K","0.07%"
"2021-08-24","6.4710","6.4790","6.4851","6.4676","12.46K","-0.15%"
"2021-08-23","6.4805","6.4915","6.4973","6.4788","14.92K","-0.32%"
"2021-08-20","6.5012","6.4960","6.5057","6.4935","12.60K","0.11%"
"2021-08-19","6.4942","6.4847","6.4997","6.4840","14.50K","0.16%"
"2021-08-18","6.4841","6.4861","6.4872","6.4776","12.60K","-0.02%"
"2021-08-17","6.4854","6.4787","6.4889","6.4759","12.69K","0.17%"
"2021-08-16","6.4742","6.4774","6.4810","6.4719","12.15K","-0.04%"
"2021-08-13","6.4768","6.4778","6.4854","6.4749","4.89K","-0.02%"
"2021-08-12","6.4782","6.4767","6.4811","6.4719","5.28K","0.00%"
"2021-08-11","6.4783","6.4846","6.4894","6.4752","4.84K","-0.11%"
"2021-08-10","6.4852","6.4826","6.4875","6.4774","5.92K","-0.01%"
"2021-08-09","6.4857","6.4835","6.4895","6.4731","5.86K","0.05%"
"2021-08-06","6.4825","6.4660","6.4848","6.4622","5.24K","0.34%"
"2021-08-05","6.4608","6.4671","6.4677","6.4595","5.79K","-0.07%"
"2021-08-04","6.4655","6.4662","6.4673","6.4555","14.11K","-0.07%"
"2021-08-03","6.4700","6.4656","6.4710","6.4604","7.06K","0.12%"
"2021-08-02","6.4620","6.4615","6.4693","6.4580","5.40K","0.02%"
"2021-07-30","6.4609","6.4645","6.4693","6.4506","5.76K","0.07%"
"2021-07-29","6.4562","6.4908","6.4908","6.4544","6.16K","-0.53%"
"2021-07-28","6.4905","6.5095","6.5101","6.4891","6.46K","-0.31%"
"2021-07-27","6.5104","6.4760","6.5132","6.4735","5.74K","0.43%"
"2021-07-26","6.4825","6.4790","6.4875","6.4785","5.51K","0.03%"
"2021-07-23","6.4808","6.4683","6.4829","6.4670","6.58K","0.17%"
"2021-07-22","6.4699","6.4675","6.4717","6.4616","7.00K","0.05%"
"2021-07-21","6.4664","6.4787","6.4818","6.4653","6.90K","-0.28%"
"2021-07-20","6.4845","6.4869","6.4910","6.4766","6.88K","-0.07%"
"2021-07-19","6.4893","6.4784","6.4924","6.4763","6.46K","0.17%"
"2021-07-16","6.4785","6.4648","6.4798","6.4619","6.25K","0.33%"
"2021-07-15","6.4569","6.4609","6.4708","6.4555","5.79K","-0.18%"
"2021-07-14","6.4688","6.4741","6.4783","6.4498","7.00K","0.00%"
"2021-07-13","6.4685","6.4699","6.4756","6.4619","6.69K","-0.10%"
"2021-07-12","6.4751","6.4763","6.4798","6.4697","6.08K","-0.06%"
"2021-07-09","6.4788","6.4851","6.4922","6.4770","5.69K","-0.17%"
"2021-07-08","6.4898","6.4771","6.4928","6.4721","5.51K","0.28%"
"2021-07-07","6.4718","6.4766","6.4774","6.4608","5.11K","-0.05%"
"2021-07-06","6.4752","6.4610","6.4811","6.4580","5.33K","0.19%"
"2021-07-05","6.4630","6.4696","6.4705","6.4572","5.33K","-0.14%"
"2021-07-02","6.4721","6.4693","6.4855","6.4688","19.44K","0.06%"
"2021-07-01","6.4679","6.4622","6.4708","6.4581","17.52K","0.18%"
"2021-06-30","6.4566","6.4634","6.4646","6.4525","17.01K","-0.11%"
"2021-06-29","6.4635","6.4590","6.4687","6.4538","13.74K","0.12%"
"2021-06-28","6.4555","6.4603","6.4659","6.4528","11.59K","0.02%"
"2021-06-25","6.4545","6.4653","6.4681","6.4496","5.44K","-0.24%"
"2021-06-24","6.4701","6.4780","6.4837","6.4645","5.91K","-0.04%"
"2021-06-23","6.4727","6.4740","6.4903","6.4712","5.42K","-0.13%"
"2021-06-22","6.4811","6.4647","6.4831","6.4580","19.55K","0.24%"
"2021-06-21","6.4659","6.4507","6.4732","6.4474","20.97K","0.21%"
"2021-06-18","6.4525","6.4476","6.4549","6.4340","18.56K","0.07%"
"2021-06-17","6.4477","6.3972","6.4512","6.3972","19.41K","0.79%"
"2021-06-16","6.3969","6.4026","6.4068","6.3945","11.48K","-0.13%"
"2021-06-15","6.4052","6.4056","6.4089","6.3979","12.08K","0.13%"
"2021-06-11","6.3967","6.3869","6.4005","6.3839","15.10K","0.06%"
"2021-06-10","6.3929","6.3875","6.3970","6.3810","18.14K","0.10%"
"2021-06-09","6.3865","6.3986","6.3994","6.3818","18.17K","-0.21%"
"2021-06-08","6.4000","6.3915","6.4025","6.3885","16.66K","0.06%"
"2021-06-07","6.3963","6.3960","6.4038","6.3925","12.81K","0.03%"
"2021-06-04","6.3945","6.4047","6.4135","6.3932","5.44K","-0.14%"
"2021-06-03","6.4036","6.3811","6.4056","6.3797","5.72K","0.36%"
"2021-06-02","6.3805","6.3780","6.3920","6.3760","6.66K","0.01%"
"2021-06-01","6.3796","6.3676","6.3858","6.3611","6.82K","0.17%"
"2021-05-31","6.3688","6.3690","6.3757","6.3568","6.73K","0.02%"
"2021-05-28","6.3674","6.3830","6.3854","6.3612","6.36K","-0.24%"
"2021-05-27","6.3824","6.3946","6.3979","6.3731","6.22K","-0.13%"
"2021-05-26","6.3905","6.4110","6.4111","6.3863","6.42K","-0.30%"
"2021-05-25","6.4100","6.4111","6.4159","6.4011","6.42K","-0.12%"
"2021-05-24","6.4177","6.4387","6.4405","6.4163","6.59K","-0.25%"
"2021-05-21","6.4339","6.4335","6.4381","6.4272","5.95K","0.00%"
"2021-05-20","6.4339","6.4350","6.4442","6.4308","6.47K","0.00%"
"2021-05-19","6.4342","6.4246","6.4412","6.4222","5.94K","0.14%"
"2021-05-18","6.4250","6.4338","6.4356","6.4177","6.04K","-0.21%"
"2021-05-17","6.4388","6.4419","6.4457","6.4344","5.98K","0.03%"
"2021-05-14","6.4367","6.4476","6.4508","6.4292","6.56K","-0.22%"
"2021-05-13","6.4506","6.4545","6.4594","6.4472","6.31K","-0.09%"
"2021-05-12","6.4566","6.4296","6.4585","6.4276","6.33K","0.44%"
"2021-05-11","6.4285","6.4274","6.4345","6.4193","6.65K","0.20%"
"2021-05-10","6.4156","6.4337","6.4352","6.4085","6.07K","-0.24%"
"2021-05-07","6.4310","6.4662","6.4668","6.4315","5.40K","-0.45%"
"2021-05-06","6.4598","6.4808","6.4840","6.4623","5.11K","-0.20%"
"2021-04-30","6.4730","6.4713","6.4780","6.4633","5.67K","0.03%"
"2021-04-29","6.4710","6.4745","6.4800","6.4640","6.10K","-0.09%"
"2021-04-28","6.4771","6.4865","6.4911","6.4784","6.27K","-0.09%"
"2021-04-27","6.4830","6.4865","6.4914","6.4792","6.62K","-0.02%"
"2021-04-26","6.4844","6.4857","6.4934","6.4827","6.12K","-0.16%"
"2021-04-23","6.4945","6.4926","6.5004","6.4893","6.42K","0.05%"
"2021-04-22","6.4910","6.4892","6.4958","6.4812","5.78K","0.01%"
"2021-04-21","6.4903","6.5015","6.5029","6.4883","5.69K","-0.12%"
"2021-04-20","6.4981","6.5071","6.5097","6.4911","5.73K","-0.16%"
"2021-04-19","6.5085","6.5293","6.5317","6.5047","5.48K","-0.18%"
"2021-04-16","6.5203","6.5304","6.5348","6.5169","5.57K","-0.03%"
"2021-04-15","6.5220","6.5307","6.5428","6.5202","5.80K","-0.11%"
"2021-04-14","6.5292","6.5402","6.5438","6.5274","5.20K","-0.21%"
"2021-04-13","6.5431","6.5462","6.5548","6.5415","5.25K","-0.02%"
"2021-04-12","6.5443","6.5584","6.5609","6.5427","5.37K","-0.12%"
"2021-04-09","6.5522","6.5476","6.5627","6.5452","6.14K","0.03%"
"2021-04-08","6.5505","6.5493","6.5531","6.5453","5.31K","0.14%"
"2021-04-07","6.5415","6.5398","6.5475","6.5358","5.44K","0.07%"
"2021-04-06","6.5370","6.5546","6.5602","6.5388","5.24K","-0.42%"
